Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Best Quartile;H index;Total Docs. (2025);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
383;21100207638;"Discursos Fotograficos";journal;"18085652, 19847939";"Universidade Estadual de Londrina";Yes;Yes;0,111;Q4;5;8;61;164;4;55;0,00;20,50;54,55;0;Brazil;Latin America;"Universidade Estadual de Londrina";"2012-2025";"Visual Arts and Performing Arts (Q3); Communication (Q4)";"Arts and Humanities; Social Sciences"
384;21101294617;"Journal of Sustainable Competitive Intelligence";journal;"30857813";"Editora Alumni In";No;No;0,111;Q4;2;27;25;915;5;25;0,20;33,89;38,67;0;Brazil;Latin America;"Editora Alumni In";"2023-2026";"Business, Management and Accounting (miscellaneous) (Q4); Decision Sciences (miscellaneous) (Q4); Development (Q4); Management, Monitoring, Policy and Law (Q4)";"Business, Management and Accounting; Decision Sciences; Environmental Science; Social Sciences"
385;12569;"Revista Geografica de Chile Terra Australis";journal;"07199562, 03788482";"Universidad Bernardo O'Higgins";No;No;0,111;Q4;4;17;62;703;7;59;0,14;41,35;48,72;0;Chile;Latin America;"Universidad Bernardo O'Higgins";"1983-1984, 1986-1987, 1989-1990, 2003, 2007, 2019-2025";"Earth and Planetary Sciences (miscellaneous) (Q4); Geography, Planning and Development (Q4)";"Earth and Planetary Sciences; Social Sciences"
386;21100936533;"Caracol";journal;"23179651, 21781702";"Universidade de Sao Paulo. Museu de Zoologia";Yes;Yes;0,110;Q4;4;20;115;545;15;103;0,06;27,25;47,06;0;Brazil;Latin America;"Universidade de Sao Paulo. Museu de Zoologia";"2019-2025";"Communication (Q4); Linguistics and Language (Q4)";"Social Sciences"
387;21100840182;"Estudos Internacionais";journal;"2317773X";"Editora PUC-Minas";Yes;Yes;0,110;Q4;6;14;67;501;9;66;0,07;35,79;31,25;0;Brazil;Latin America;"Editora PUC-Minas";"2017-2024";"Political Science and International Relations (Q4)";"Social Sciences"
388;21101082209;"Revista Brasileira de Ciencias Policiais";journal;"23186917, 21780013";"National Police Academy";Yes;Yes;0,108;Q4;3;0;115;0;7;107;0,06;0,00;0,00;0;Brazil;Latin America;"National Police Academy";"2019-2024";"Law (Q4); Political Science and International Relations (Q4); Safety Research (Q4); Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)";"Social Sciences"
389;21101209993;"Revista Ibero-Americana de Ciencia da Informacao";journal;"19835213";"Universidade de Brasilia";Yes;Yes;0,108;Q4;4;37;129;1019;18;122;0,11;27,54;64,00;0;Brazil;Latin America;"Universidade de Brasilia";"2020-2025";"Library and Information Sciences (Q4)";"Social Sciences"
390;5000154508;"Ciencia da Informacao";journal;"15188353, 01001965";"Brazilian Institute for Information in Science and Technology";Yes;Yes;0,107;Q4;18;40;168;1175;10;160;0,04;29,38;57,69;0;Brazil;Latin America;"Brazilian Institute for Information in Science and Technology";"2006-2025";"Library and Information Sciences (Q4)";"Social Sciences"
391;19900191879;"Informacao e Sociedade";journal;"18094783, 01040146";"Universidade Federal de Campina Grande";Yes;Yes;0,107;Q4;11;0;35;0;2;32;0,08;0,00;0,00;0;Brazil;Latin America;"Universidade Federal de Campina Grande";"2011-2024";"Communication (Q4); Sociology and Political Science (Q4)";"Social Sciences"
392;19900191875;"Sociedade e Cultura";journal;"19808194, 14158566";"Universidade Federal De Goias (UFG)";Yes;Yes;0,107;Q4;7;12;45;648;3;43;0,03;54,00;50,00;0;Brazil;Latin America;"Universidade Federal De Goias (UFG)";"2010-2025";"Arts and Humanities (miscellaneous) (Q4); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Social Sciences"
393;21100224425;"Informacion, Cultura y Sociedad";journal;"15148327, 18511740";"University of Buenos Aires";Yes;Yes;0,106;Q4;10;23;68;729;12;63;0,18;31,70;54,84;0;Argentina;Latin America;"University of Buenos Aires";"2012-2025";"Library and Information Sciences (Q4)";"Social Sciences"
394;21101186922;"Revista de Derecho (Uruguay)";journal;"23011610, 15105172";"Universidad de Montevideo";Yes;Yes;0,106;Q4;3;21;59;750;4;51;0,10;35,71;50,00;0;Uruguay;Latin America;"Universidad de Montevideo";"2019-2025";"Law (Q4)";"Social Sciences"
395;21101021172;"Revista de Estudos da Linguagem";journal;"22372083, 01040588";"Universidade Federal de Minas Gerais, Faculdade de Letras";Yes;Yes;0,106;Q4;4;24;165;1000;13;164;0,08;41,67;48,28;0;Brazil;Latin America;"Universidade Federal de Minas Gerais, Faculdade de Letras";"2019-2025";"Education (Q4); Linguistics and Language (Q4)";"Social Sciences"
396;21100775656;"Acta Poetica";journal;"01853082, 2448735X";"Universidad Nacional Autonoma de Mexico";Yes;Yes;0,105;Q4;4;16;44;437;7;41;0,17;27,31;42,86;0;Mexico;Latin America;"Universidad Nacional Autonoma de Mexico";"2016-2026";"Literature and Literary Theory (Q3); Cultural Studies (Q4)";"Arts and Humanities; Social Sciences"
397;18736;"Cuadernos del Cendes";journal;"10122508";"Universidad Central de Venezuela";Yes;No;0,105;Q4;9;0;53;0;5;47;0,00;0,00;0,00;0;Venezuela;Latin America;"Universidad Central de Venezuela";"1989-1991, 2008-2023";"Geography, Planning and Development (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Social Sciences"
398;21100212326;"Arqueologia Mexicana";journal;"01888218";"Editorial Raices";No;No;0,104;Q4;6;12;334;56;5;272;0,02;4,67;46,67;0;Mexico;Latin America;"Editorial Raices";"2012-2015, 2018-2024";"Archeology (Q4); Archeology (arts and humanities) (Q4)";"Arts and Humanities; Social Sciences"
399;21100904229;"Estudios de Teoria Literaria";journal;"23139676";"Universidad Nacional de Mar del Plata";Yes;Yes;0,104;Q4;3;33;138;683;12;131;0,12;20,70;65,63;0;Argentina;Latin America;"Universidad Nacional de Mar del Plata";"2018-2025";"Literature and Literary Theory (Q3); Communication (Q4); Cultural Studies (Q4); History (Q4); Linguistics and Language (Q4)";"Arts and Humanities; Social Sciences"
400;21101039142;"Prudentia Iuris";journal;"25249525, 03262774";"Pontificia Universidad Catolica Argentina";Yes;Yes;0,104;Q4;2;27;84;1011;6;70;0,07;37,44;38,46;0;Argentina;Latin America;"Pontificia Universidad Catolica Argentina";"2019-2025";"Law (Q4)";"Social Sciences"
401;21101371013;"Cuadernos de Teologia";journal;"07198175";"Universidad Catolica del Norte";Yes;No;0,103;Q4;1;12;36;495;1;36;0,00;41,25;21,43;0;Chile;Latin America;"Universidad Catolica del Norte";"2021-2026";"Literature and Literary Theory (Q3); Cultural Studies (Q4); Philosophy (Q4); Religious Studies (Q4)";"Arts and Humanities; Social Sciences"
402;19700201012;"Acta Scientiarum Language and Culture";journal;"19834683, 19834675";"Eduem - Editora da Universidade Estadual de Maringa";Yes;Yes;0,102;Q4;7;42;130;1079;6;122;0,05;25,69;57,89;0;Brazil;Latin America;"Eduem - Editora da Universidade Estadual de Maringa";"2008-2025";"Linguistics and Language (Q4); Literature and Literary Theory (Q4)";"Arts and Humanities; Social Sciences"
403;20600195060;"Cadernos de Linguagem e Sociedade";journal;"01049712, 21794790";"";No;No;0,102;Q4;4;1;95;20;8;89;0,10;20,00;100,00;0;Brazil;Latin America;"";"2012-2024";"Linguistics and Language (Q4); Sociology and Political Science (Q4)";"Social Sciences"
404;21101034467;"Contexto";journal;"20071639";"Universidad Autonoma de Nuevo Leon";Yes;Yes;0,102;Q4;3;22;50;886;5;46;0,10;40,27;50,00;0;Mexico;Latin America;"Universidad Autonoma de Nuevo Leon";"2019-2026";"Architecture (Q4); Urban Studies (Q4); Visual Arts and Performing Arts (Q4)";"Arts and Humanities; Engineering; Social Sciences"
405;23567;"Estudios de Asia y Africa";journal;"2448654X, 01850164";"Colegio de Mexico, A.C., Departamento de Publicaciones";Yes;Yes;0,102;Q4;5;11;64;360;7;63;0,02;32,73;27,27;0;Mexico;Latin America;"Colegio de Mexico, A.C., Departamento de Publicaciones";"1984, 2014-2026";"Anthropology (Q4); Cultural Studies (Q4); Linguistics and Language (Q4); Sociology and Political Science (Q4)";"Social Sciences"
406;21100227422;"Revista da Abordagem Gestaltica";journal;"19843542, 18096867";"Instituto de Treinamento e Pesquisa em Gestalt-terapia de Goiania";No;No;0,102;Q4;7;0;21;0;0;19;0,00;0,00;0,00;0;Brazil;Latin America;"Instituto de Treinamento e Pesquisa em Gestalt-terapia de Goiania";"2012-2022";"Social Psychology (Q4); Sociology and Political Science (Q4)";"Psychology; Social Sciences"
407;21100944258;"Revista de Direito Civil Contemporaneo";journal;"23581433";"Thomson Reuters Brasil Conteudo e Tecnologia";No;No;0,102;Q4;3;0;120;0;4;99;0,03;0,00;0,00;0;Brazil;Latin America;"Thomson Reuters Brasil Conteudo e Tecnologia";"2018-2023";"Law (Q4); Sociology and Political Science (Q4)";"Social Sciences"
408;21101262339;"Revista Historia Hoje";journal;"18063993";"Associacao Nacional de Historia";Yes;Yes;0,102;Q4;2;35;132;1005;11;109;0,09;28,71;42,31;0;Brazil;Latin America;"Associacao Nacional de Historia";"2020-2025";"Education (Q4)";"Social Sciences"
409;19700181224;"Calidoscopio";journal;"21776202, 16798740";"Universidade do Vale do Rio dos Sinos";Yes;Yes;0,101;Q4;8;6;82;171;6;72;0,04;28,50;71,43;0;Brazil;Latin America;"Universidade do Vale do Rio dos Sinos";"2010-2024";"Linguistics and Language (Q4)";"Social Sciences"
410;21101145379;"Ciencia Nueva, Revista de Historia y Politica";journal;"25392662";"Technological University of Pereira";No;No;0,101;Q4;3;23;57;1014;4;52;0,08;44,09;23,08;0;Colombia;Latin America;"Technological University of Pereira";"2019-2025";"History (Q4); Political Science and International Relations (Q4)";"Arts and Humanities; Social Sciences"
411;21100841303;"Cogency";journal;"07188285";"Universidad Diego Portales";Yes;Yes;0,101;Q4;4;12;31;397;2;29;0,04;33,08;9,09;0;Chile;Latin America;"Universidad Diego Portales";"2017-2025";"Communication (Q4); Linguistics and Language (Q4)";"Social Sciences"
412;21101061923;"Direito, Estado e Sociedade";journal;"19820879, 15166104";"Pontificia Universidade Catolica do Rio de Janeiro";Yes;No;0,101;Q4;3;13;71;518;2;71;0,00;39,85;50,00;0;Brazil;Latin America;"Pontificia Universidade Catolica do Rio de Janeiro";"2019-2025";"Law (Q4); Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)";"Social Sciences"
413;21100245908;"Espaco Plural";journal;"1981478X, 15184196";"Universidade Estadual do Oeste do Parana";Yes;Yes;0,101;Q4;4;18;56;517;0;51;0,00;28,72;47,83;0;Brazil;Latin America;"Universidade Estadual do Oeste do Parana";"2012-2017, 2021-2025";"Linguistics and Language (Q4)";"Social Sciences"
414;21100944726;"Millennium DIPr";journal;"24443220";"Tirant lo Blanch";Yes;No;0,101;Q4;1;5;21;186;2;21;0,06;37,20;33,33;0;Mexico;Latin America;"Tirant lo Blanch";"2019-2025";"Law (Q4)";"Social Sciences"
415;21100777217;"Problema";journal;"20074387";"Universidad Nacional Autonoma de Mexico";Yes;No;0,101;Q4;4;17;42;809;4;38;0,04;47,59;18,75;0;Mexico;Latin America;"Universidad Nacional Autonoma de Mexico";"2016-2026";"Law (Q4)";"Social Sciences"
416;21100934921;"Publicum";journal;"24477982";"Universidade do Estado do Rio de Janeiro";Yes;Yes;0,101;Q4;3;0;34;0;0;27;0,00;0,00;0,00;0;Brazil;Latin America;"Universidade do Estado do Rio de Janeiro";"2019-2024";"Law (Q4)";"Social Sciences"
417;21101264301;"Revista do CAAP";journal;"14150344, 22383840";"Faculdade de Direito da Universidade Federal de Minas Gerais";Yes;No;0,101;Q4;1;24;61;542;1;53;0,02;22,58;44,44;0;Brazil;Latin America;"Faculdade de Direito da Universidade Federal de Minas Gerais";"2020-2026";"Anthropology (Q4); Gender Studies (Q4); Law (Q4); Philosophy (Q4); Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
418;25969;"Social and Economic Studies";journal;"26628988, 00377651";"University of the West Indies";No;No;0,101;Q4;13;0;42;0;2;37;0,08;0,00;0,00;0;Jamaica;Latin America;"University of the West Indies";"1974, 1977-1986, 2008-2024";"Economics and Econometrics (Q4); Social Sciences (miscellaneous) (Q4)";"Economics, Econometrics and Finance; Social Sciences"
419;17700155419;"Sur";journal;"19833342, 18066445";"Sur - Rede Universitaria de Direitos Humanos";Yes;Yes;0,101;Q4;13;0;27;0;6;24;0,00;0,00;0,00;0;Brazil;Latin America;"Sur - Rede Universitaria de Direitos Humanos";"2012-2022";"Law (Q4); Sociology and Political Science (Q4)";"Social Sciences"
420;12100157116;"Alea: Estudos Neolatinos";journal;"18070299, 1517106X";"Universidade Federal do Rio de Janeiro";Yes;No;0,100;Q4;6;56;185;1028;6;175;0,04;18,36;47,92;0;Brazil;Latin America;"Universidade Federal do Rio de Janeiro";"2008-2026";"Linguistics and Language (Q4); Literature and Literary Theory (Q4)";"Arts and Humanities; Social Sciences"
421;16200154729;"Colloquia Germanica";journal;"00101338";"Pontificia Universidad Catolica de Chile, Facultad de Agronomia e Ingenieria Forestal";No;No;0,100;Q4;5;0;81;0;3;71;0,05;0,00;0,00;0;Chile;Latin America;"Pontificia Universidad Catolica de Chile, Facultad de Agronomia e Ingenieria Forestal";"2002-2017, 2020-2024";"Linguistics and Language (Q4); Literature and Literary Theory (Q4)";"Arts and Humanities; Social Sciences"
422;21100792805;"Machado de Assis em Linha";journal;"19836821";"Universidade de Sao Paulo. Museu de Zoologia";Yes;Yes;0,100;Q4;3;0;71;0;3;67;0,04;0,00;0,00;0;Brazil;Latin America;"Universidade de Sao Paulo. Museu de Zoologia";"2014-2024";"Linguistics and Language (Q4); Literature and Literary Theory (Q4)";"Arts and Humanities; Social Sciences"
423;21101059738;"Margens";journal;"19825374, 18060560";"Universidade Federal Do Para";No;No;0,100;Q4;3;0;108;0;4;105;0,04;0,00;0,00;0;Brazil;Latin America;"Universidade Federal Do Para";"2019-2024";"Arts and Humanities (miscellaneous) (Q4); Education (Q4); History and Philosophy of Science (Q4); Literature and Literary Theory (Q4); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Social Sciences"
424;21101274418;"Revista do Instituto Historico e Geografico do Rio Grande do Sul";journal;"25957031, 16783484";"Historical and Geographical Institute of Rio Grande do Sul";No;No;0,100;Q4;1;20;88;337;0;72;0,00;16,85;50,00;0;Brazil;Latin America;"Historical and Geographical Institute of Rio Grande do Sul";"2020-2025";"Cultural Studies (Q4); Geography, Planning and Development (Q4); History (Q4); Law (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
425;14500154747;"Revista Musical Chilena";journal;"07176252, 07162790";"Universidad de Chile";Yes;Yes;0,100;Q4;8;0;72;0;4;66;0,06;0,00;0,00;0;Chile;Latin America;"Universidad de Chile";"2007-2024";"Cultural Studies (Q4); Music (Q4)";"Arts and Humanities; Social Sciences"
426;21100826379;"Rita Revista Indexada de Textos Academicos (discontinued)";journal;"23409711, 23867027";"";Yes;Yes;;-;5;5;81;242;16;79;0,27;48,40;66,67;0;Chile;Latin America;"";"2014-2025";"Architecture; Urban Studies; Visual Arts and Performing Arts";"Arts and Humanities; Engineering; Social Sciences"
427;21101283082;"Seminars in Medical Writing and Education (discontinued)";journal;"30088127";"";No;No;;-;23;112;355;3976;94;354;0,22;35,50;48,90;0;Argentina;Latin America;"";"2022-2025";"Education; Health Informatics; Information Systems and Management; Review and Exam Preparation; Reviews and References (medical)";"Decision Sciences; Medicine; Nursing; Social Sciences"
